0.023219955,-220
0.026122449,-220
0.029024943,-220
0.031927438,-220
0.034829932,-220
0.037732426,-220
0.040634921,-220
0.043537415,-220
0.046439909,-220
0.049342404,-220
0.052244898,-220
0.055147392,-220
0.058049887,-220
0.060952381,-220
0.063854875,-220
0.066757370,-220
0.069659864,-220
0.072562358,-220
0.075464853,-220
0.078367347,-220
0.081269841,-220
0.084172336,-220
0.087074830,-220
0.089977324,-220
0.092879819,-220
0.095782313,-220
0.098684807,-220
0.101587302,-220
0.104489796,-220
0.107392290,-220
0.110294785,-220
0.113197279,-220
0.116099773,-220
0.119002268,-220
0.121904762,-220
0.124807256,-220
0.127709751,-220
0.130612245,-220
0.133514739,-220
0.136417234,-220
0.139319728,-220
0.142222222,-220
0.145124717,-220
0.148027211,-220
0.150929705,-220
0.153832200,-220
0.156734694,-220
0.159637188,-220
0.162539683,-220
0.165442177,-220
0.168344671,-220
0.171247166,-220
0.174149660,-220
0.177052154,-220
0.179954649,-220
0.182857143,-220
0.185759637,-220
0.188662132,-220
0.191564626,-220
0.194467120,-220
0.197369615,-220
0.200272109,-220
0.203174603,-220
0.206077098,-220
0.208979592,-220
0.211882086,-220
0.214784580,-220
0.217687075,-220
0.220589569,-220
0.223492063,-220
0.226394558,-220
0.229297052,-220
0.232199546,-220
0.235102041,-220
0.238004535,-220
0.240907029,-220
0.243809524,-220
0.246712018,-220
0.249614512,-220
0.252517007,-220
0.255419501,-220
0.258321995,-220
0.261224490,-220
0.264126984,-220
0.267029478,-220
0.269931973,-220
0.272834467,-220
0.275736961,-220
0.278639456,-220
0.281541950,-220
0.284444444,-220
0.287346939,-220
0.290249433,-220
0.293151927,-220
0.296054422,-220
0.298956916,-220
0.301859410,-220
0.304761905,-220
0.307664399,-220
0.310566893,-220
0.313469388,-220
0.316371882,-220
0.319274376,-220
0.322176871,-220
0.325079365,-220
0.327981859,-220
0.330884354,-220
0.333786848,-220
0.336689342,-220
0.339591837,-220
0.342494331,-220
0.345396825,-220
0.348299320,-220
0.351201814,-220
0.354104308,-220
0.357006803,-220
0.359909297,-220
0.362811791,-220
0.365714286,-220
0.368616780,-220
0.371519274,-220
0.374421769,-220
0.377324263,-220
0.380226757,-220
0.383129252,-220
0.386031746,-220
0.388934240,-220
0.391836735,-220
0.394739229,-220
0.397641723,238.53
0.400544218,237.156
0.403446712,234.432
0.406349206,233.082
0.409251701,231.739
0.412154195,230.405
0.415056689,230.405
0.417959184,229.078
0.420861678,229.078
0.423764172,229.078
0.426666667,230.405
0.429569161,231.739
0.432471655,231.739
0.435374150,234.432
0.438276644,235.79
0.441179138,237.156
0.444081633,238.53
0.446984127,241.301
0.449886621,242.699
0.452789116,244.105
0.455691610,245.519
0.458594104,246.942
0.461496599,246.942
0.464399093,248.372
0.467301587,249.811
0.470204082,251.258
0.473106576,252.714
0.476009070,254.178
0.478911565,257.131
0.481814059,258.621
0.484716553,260.119
0.487619048,261.626
0.490521542,263.141
0.493424036,263.141
0.496326531,263.141
0.499229025,264.665
0.502131519,264.665
0.505034014,264.665
0.507936508,266.199
0.510839002,266.199
0.513741497,267.741
0.516643991,269.292
0.519546485,269.292
0.522448980,270.852
0.525351474,272.421
0.528253968,272.421
0.531156463,273.999
0.534058957,273.999
0.536961451,273.999
0.539863946,273.999
0.542766440,273.999
0.545668934,273.999
0.548571429,273.999
0.551473923,273.999
0.554376417,273.999
0.557278912,273.999
0.560181406,273.999
0.563083900,273.999
0.565986395,273.999
0.568888889,273.999
0.571791383,273.999
0.574693878,273.999
0.577596372,273.999
0.580498866,273.999
0.583401361,273.999
0.586303855,273.999
0.589206349,273.999
0.592108844,273.999
0.595011338,273.999
0.597913832,273.999
0.600816327,273.999
0.603718821,273.999
0.606621315,273.999
0.609523810,273.999
0.612426304,273.999
0.615328798,273.999
0.618231293,273.999
0.621133787,273.999
0.624036281,273.999
0.626938776,273.999
0.629841270,273.999
0.632743764,273.999
0.635646259,273.999
0.638548753,275.586
0.641451247,275.586
0.644353741,275.586
0.647256236,275.586
0.650158730,275.586
0.653061224,275.586
0.655963719,275.586
0.658866213,277.183
0.661768707,277.183
0.664671202,277.183
0.667573696,277.183
0.670476190,277.183
0.673378685,277.183
0.676281179,278.788
0.679183673,278.788
0.682086168,278.788
0.684988662,280.403
0.687891156,280.403
0.690793651,280.403
0.693696145,280.403
0.696598639,280.403
0.699501134,280.403
0.702403628,280.403
0.705306122,280.403
0.708208617,278.788
0.711111111,278.788
0.714013605,278.788
0.716916100,278.788
0.719818594,278.788
0.722721088,278.788
0.725623583,278.788
0.728526077,278.788
0.731428571,277.183
0.734331066,277.183
0.737233560,277.183
0.740136054,277.183
0.743038549,277.183
0.745941043,277.183
0.748843537,277.183
